net profit / total assets,working capital / total assets,retained earnings / total assets ,book value of equity / total liabilities,sales / total assets,gross profit / short-term liabilities,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),gross profit / total assets,gross profit / sales,profit on operating activities / total assets,gross profit (in 3 years) / total assets,(equity - share capital) / total assets,profit on operating activities / financial expenses,working capital / fixed assets,(gross profit + interest) / sales,operating expenses / short-term liabilities,profit on sales / total assets,total sales / total assets,constant capital / total assets,(current assets - inventory - receivables) / short-term liabilities,profit on operating activities / sales,(current assets - inventory) / short-term liabilities,EBITDA (profit on operating activities - depreciation) / total assets,EBITDA (profit on operating activities - depreciation) / sales,(short-term liabilities * 365) / cost of products sold) ,equity / fixed assets,working capital,total costs /total sales,long-term liabilities / equity,defaulted
0.017148,-0.38657,-0.11308,0.029854,1.0087,0.013737,0.022813,8363.4,0.012773,0.0071806,0.0089601,-0.12509,0.027759,0.05081,-0.84635,0.0071806,1.8965,0.0089601,1.8221,0.027759,0.045609,0.0050372,0.47266,-0.018847,-0.010595,0.52728,0.060777,-303260.0,0.99137,0.0,0
0.0052271999999999996,0.45068,0.0,3.2471,1.6004,0.037109,0.025234,2128.1,0.008234,0.005145,0.0086926,0.17695999999999998,0.7067899999999999,6.1786,1.3764,0.0053266,7.17,0.009434399999999999,1.6004,0.7679199999999999,0.1207,0.0054317,1.9587,-0.023458,-0.014658,0.13947,2.335,6048.6,0.9949,0.0044188,0
0.12601,0.48431,0,2.1304,1.9686,0.39446,0.066523,890.33,0.12601,0.064007,0,?,0.38644,0,2.4679,0.13404,4.684,0.0046045,1.9686,0.68056,0.77808,0,1.8317,-0.0049518,-0.0025153,0.21349,3.4679,1646.6,0.76921,0.0,0
0.0091213,0.0089577,0.025784,0.20725,2.4552,0.61779,0.51103,7879.3,0.011287,0.15189,0.042281,0.031773,0.1699,13.969,0.0092084,0.15189,1.6566,0.042281,0.075024,0.97141,0.63353,0.56896,1.4903,0.015593,0.20983,0.60364,0.17466,7802.5,0.4073,4.7175,0
0.19708,0.24763,0,4.461,1.6179,1.1835,0.20369,202.82,0.1929,0.11923,0.21455,0.34618,0.77948,9.6921,0.42015,0.12097,8.6174,0.2133,1.6179,0.81688,0.22367,0.13262,1.4918,0.077914,0.048158,0.11604,1.386,14060.0,0.88124,0.0,0
0.013882,0.16913,-0.0025728,6.0628,0.8598399999999999,0.16609,0.071985,834.94,0.023516,0.02735,0.027873,0.033773,0.023198,4.1148,0.24538,0.030772,5.857,0.030559,0.85984,0.85841,0.068903,0.032416,1.2403,-0.010507,-0.01222,0.17073,1.2454,2845.2,0.97294,0.0,0
0.015855,-0.22941,0.15894,1.3321,1.0163,0.060047,0.10073,1123.1,0.020291,0.018612,0.033781,0.19244,0.45013,0.31492,-0.25733,0.018612,3.1744,0.033781,1.1179,0.45013,0.001813,0.030986,0.21093,-0.055748,-0.051135,0.31502,0.50491,-20052.0,0.98393,0.0,0
0.053542,-0.08848099999999999,0.0,0.35811,1.5142,0.17119,0.089816,1976.2,0.061482,0.040604,0.060882000000000006,0.13781,0.21821999999999997,4.6298,-0.12132,0.04566,4.051,0.05927,1.5142,0.6241300000000001,0.14486,0.040208,0.528,-0.013634,-0.0090044,0.24685,0.36154,-583.88,0.9604,1.367,0
-0.013345,-0.048512,0.0048064,0.76534,0.97816,-0.0092228,0.016337,18977,-0.0038868,-0.0058279,0.025314,-0.010254,0.43354,0.37128,-0.077362,-0.0058279,1.6179,0.025314,0.75087,0.57856,0.015549,0.037957,0.648,0.010532,0.015792,0.6181,0.69137,-6278.0,1.0223,0.33452,0
0.074601,0.20911,0.17263,0.95464,1.0233,0.22828,0.051439,1055.1,0.094236,0.030219,0.093465,0.2148,0.44267,0.3067,0.55307,0.030219,7.3821,0.093465,3.1506,0.49357,0.48023,0.029972,1.0236,0.027293,0.008752,0.13546,1.1708,5738.4,0.97723,0.11497,0
0.23878,0.80558,0,4.4288,1.0275,1.6668,0.29764,219.85,0.29652,0.2886,0.28847,?,0.63267,381.93,48.761,0.28862,4.1335,0.29211,1.0275,0.8158,2.6676,0.28076,4.8484,0.27918,0.27172,0.24192,49.38,13197.0,0.71584,0.0,0
0.11952,0.63546,0.25154,4.5826,1.1263,0.84137,0.1315,306.88,0.14875,0.093023,0.14495,0.31527,0.81017,1.0209,3.3846,0.093023,8.0308,0.14495,1.622,0.81017,2.7023,0.090649,3.5815,0.083425,0.052172,0.12452,4.3151,180570.0,0.88789,0.0,0
0.26914,0.52805,0.5411,5.5379,1.5219999999999998,2.2446,0.42684,163.52,0.27518,0.36826,0.26318,0.55891,0.79129,5.3606,1.5115,0.36826,4.0047,0.26318,0.79582,0.81159,3.5779,0.3522,4.059,0.21941,0.29362,0.24971,2.265,55159.0,0.65702,0.025647000000000003,0
0.3236,0.66827,0,12.765,1.2209999999999999,5.3436,0.37267,58.27,0.38819,0.31792,0.40468,0.37948,0.89964,23.101,2.5794,0.31792,11.308,0.39955,1.221,0.92735,6.939,0.33142,10.131,0.33782,0.27667,0.088431,3.5794,1205.6,0.68422,0.0,0
0.045152,0.43582,0,4.5123,2.4425,0.29574,0.040534,668.81,0.053651,0.021965,0.05871,0.21281,0.77901,9.5818,1.1386,0.021971,13.14,0.05871,2.4425,0.81859,0.48764,0.024036,1.5834,0.013356,0.0054679,0.076101,2.1386,979.94,0.97803,0.0,0
-0.042498,0.17604,0.2101,3.0447,0.9708399999999999,-0.20293,-0.0032615,-16494,-0.04912,-0.029908,-0.060115,0.26838,0.73698,-0.35536,0.30251,-0.029908,6.9887,-0.060115,1.6644,0.73698,0.48953,-0.036603,1.5681,-0.10388,-0.06325,0.14309,1.2665,24352.0,1.03,0.0,0
0.088809,0.17818,0.1025,0.39853,1.0068,0.15091,0.031465,1896.3,0.082768,0.024484,0.13371,0.16872,0.22023,0.39823,0.65184,0.024484,6.1218,0.13371,3.5117,0.22437,0.020563,0.039554,0.50756,0.11012,0.032574,0.16335,0.80568,2767.6,0.99325,0.018809,0
0.029235,0.6538,0.19855,8.7268,1.0811,1.0088,0.084919,630.49,0.038734,0.055306,0.048583,0.23576,0.89653,0.74995,2.1241,0.055306,16.871,0.048583,0.70743,0.96086,16.002,0.069369,16.546,0.027843,0.039756,0.059273,2.9127,12364.0,0.92497,0.07176,0
0.15521,0.5105,0,0.82092,2.5611,0.33881,0.063479,1232.9,0.15521,0.060601,0,0.50007,0.4354,0,16.253,0.13357,3.8326,0.053865,2.5611,0.45083,0.43113,0,1.6544,-0.0073705,-0.0028779,0.26092,14.353,1654.0,0.68923,0.0,0
0.039327,0.074104,-0.074784,0.92956,2.1672,0.083596,0.02445,3570,0.039327,0.018146,0,-0.022932,-0.032959,0,0.1627,0.041713,4.176,0.0019382,2.1672,0.48175,0.35561,0,0.89762,-0.01366,-0.0063032,0.23946,1.0577,20891.0,0.91361,0.0,0
0.054199,0.010003,0.13687,0.8367,1.1051,0.45526,0.14597,2514.1,0.062684,0.11902,0.062223,0.15517,0.44305,1.3056,0.011736,0.11902,3.4614,0.062223,0.56662,0.83489,0.67159,0.11815,0.98862,0.04803,0.091196,0.2889,0.51983,32756.0,0.90493,0.88441,0
0.046561,0.20909,0,1.1701,2.6453,0.12896,0.031371,2026.8,0.046561,0.017601,0,-0.34463,0.088264,0,0.48643,0.035203,5.8286,0.082657,2.6453,0.53918,0.14555,0,0.71763,-0.036424,-0.01377,0.17157,1.2544,325.72,0.79758,0.0,0
0.029571,0.67379,0,4.4511,0.6049100000000001,0.30164,0.1571,704.62,0.037546,0.062069,0.03361,?,0.7817,15.912,3.3399,0.064435,4.7731,0.01078,0.60491,0.84832,2.1492,0.055563,4.9556,-0.023872,-0.039465,0.20951,4.0476,6767.3,0.94076,0.038911,0
0.023352,-0.0035778,0,0.80013,0.88965,0.11776,0.028336,8043.3,0.025209,0.028336,0.038671,0.051376,0.29488,2.1649,-0.0045317,0.048401,3.7007,0.024389,0.88965,0.76861,0.34737,0.043467,0.52519,0.038671,0.043467,0.27022,0.56299,-64.462,0.91055,0.72923,0
0.013648,0.10541,0.048002,1.5003,1.0209,0.04735,0.035712,2458.9,0.017639,0.010874,0.026079,0.065829,0.5855,0.16414,0.20192,0.010874,4.2652,0.026079,1.6372,0.60322,0.046859,0.016078,1.0242,-0.014211,-0.0087607,0.23446,1.1215,1660.8,0.97952,0.030275,0
-0.0057308,0.0099768,-0.003738,0.0097654,0.0065508,-4.1983,-0.87483,-63074,-0.0057308,-0.87483,-0.0054924,-0.019404,-0.0094689,-22.489,0.010091,-0.87483,42.008,-0.050793,0.0065508,0.99829,0.11834,-0.83843,8.3087,-0.0054924,-0.83843,0.023805,0.0097819,26.063000000000002,1.0941,102.23,0
0.055655,-0.061818,0.14598,0.60879,1.042,0.11689,0.060892,1837.4,0.069663,0.034466,0.090676,0.18474,0.37718,0.46747,-0.13271,0.034466,3.2546,0.090676,2.0624,0.40073,0.079465,0.044863,0.57179,0.037266,0.018437,0.30726,0.80971,-1251.5,0.95969,0.062440999999999997,0
-0.26471999999999996,0.47333000000000003,-2.9638,9.0186,1.0057,-2.6521,-0.17013,-212.93,-0.26471999999999996,-0.26322,-0.26215,-1.7056,-3.2285,-101.46,1.1089,-0.26065,12.702,-0.26215,1.0057,0.90018,1.7052,-0.26066,5.2682,-0.35577,-0.35375,0.078727,2.1088,91.413,1.2632,0,0
0.10286,0.74315,0,8.9356,0.55772,1.247,0.25342,259.92,0.1255,0.22503,0.10692,0.41066,0.88269,?,4.7577,0.22503,4.479,0.10692,0.55772,0.89935,5.6774,0.19171,7.8732,0.091088,0.16332,0.22326,5.7577,2230.5,0.78223,0.0,0
0.078253,0.28775,0.17454,1.2306,7.1472,0.51423,0.02838,806.75,0.098388,0.013766,0.10125,0.31742,0.25279,35.354,0.55239,0.013766,37.035,0.067493,7.1472,0.55168,0.49911,0.014167,2.1757,-0.0031951,-0.00044704,0.027002,1.0591,1117.6,0.99182,0.0,0
0.12083,0.30336,-0.037588,1.9245,1.0642,0.46331,0.09234,761.59,0.10825,0.064268,0.12652,-0.04331,0.62454,0.79943,0.65518,0.064268,6.7739,0.12652,1.7285,0.71542,0.050033,0.075118,1.2753,0.079239,0.047046,0.14763,1.3489,8200.7,0.93965,0.14551,0
0.033896,0.18135,0.080312,1.2735,1.0425,0.099323,0.064926,2043.1,0.033948,0.030308,0.039392,0.10202,0.5184,0.36664,0.38032,0.030308,3.1434,0.039392,1.1431,0.58367,0.26523,0.035168,1.1685,0.0006164,0.00055031,0.31813,1.0871,21451.0,0.95921,0.1259,0
0.080526,0.79314,0.72029,4.0205,3.6478,1.0368,0.057198,348.44,0.20651,0.056611,0.20681,0.59488,0.80082,645.94,103.36,0.056616,17.276,0.20683,3.6478,0.80082,0.43217,0.056693,4.982,0.20467,0.056106,0.057885,104.36,388.94,0.94339,0.0,0
0.55842,0.20854,0,0.69197,1.0132,3.7572,0.91403,232.93,0.55842,0.55113,0.004173,0.92641,0.40094,0.11791,0.3244,1.1381,0,0.00030905,1.0132,0.82307,1.5418,0.0041185,2.3974,-0.36353,-0.35878,?,0.6362,120780.0,0.043138,1.0125,0
0.0051245,0.083707,0,1.0942,0.72007,0.022066,0.10365,2335.3,0.0067346,0.0093528,0.020325,0.023655,0.49984,1.0669,0.13698,0.035808,2.2995,0.018256,0.72007,0.6685,0.11877,0.028226,0.31727,-0.047574,-0.066069,0.43489,0.85503,2541.6,0.99081,0.27943,0
0.092939,0.10977,0,0.764,5.7433,0.1993,0.022857,1576.2,0.10314,0.017958,0.11663,0.06525,0.30481,8.209,0.29451,0.020431,10.885,0.13581,5.7433,0.43311,0.0097403,0.020307,1.0527,0.08849,0.015408,0.091866,1.162,325.99,0.98331,0.0,0
-0.004701,0.043181,0,4.8831,0.038848,-0.027657,-0.064545,-24743,-0.004701,-0.12101,-0.0021151,-0.17043,0.63382,-0.81791,0.054879,-0.11939,0.24099,-0.0021151,0.038848,0.83002,0.97364,-0.054444,1.254,-0.0043086,-0.11091,4.1495,1.0549,11.004000000000001,1.121,0.0,0
0.17642,0.85184,0,5.8315,1.5227,1.4941,0.14615,240.07,0.21871,0.14363,0.21628,0.5559,0.82507,378.77,477.85,0.14363,8.9146,0.2178,1.5227,0.85362,1.4233,0.14203,1.9613,0.21243,0.13951,0.11218,478.85,1491.8,0.85679,0.0,0
0.057504,0.0404,-0.15457,1.1384,2.7304,0.15134,0.040196,1555.2,0.070775,0.025921,0.084685,-0.065418,-0.097068,4.6982,0.082123,0.032522,5.7411,0.045618,2.7304,0.53235,0.084451,0.031015,0.64184,0.045707,0.01674,0.17418,1.0821,224.65,0.9747,0.0,0
0.016331,0.86726,0.36226,6.5334,0.47336999999999996,0.16573,0.046475,2202.3,0.022,0.046475,0.023153,0.24687,0.37859,19.908,?,0.046475,3.4188,0.019556,0.47337,0.86726,1.6968,0.048911,3.8703,0.023153,0.048911,0.2925,?,88.73700000000001,0.95451,0.0,0
-0.070208,0.12342,-0.052535,0.56706,0.94301,-0.15513,0.01832,8808.4,-0.078033,-0.061707,-0.061982,-0.050214,0.31702,-0.46221,0.33037,-0.061707,2.6659,-0.061982,1.2843,0.37308,0.053037,-0.049015,0.79038,-0.16318,-0.12904,0.3751,0.84862,1895.2,1.0604,0.17683,0
0.027038,0.57983,0.26873,1.363,3.0422,0.079073,0.032575,1558.7,0.027038,0.0088876,0.054959,0.0055874,0.35849,1.7196,7.4109,0.012272,8.7325,0.056238,3.0422,0.65807,0.60012,0.018066,2.1745,-0.017103,-0.0056219,0.11451,7.3723,398.39,0.99112,0.14088,0
0.32996,0.37422,-1.3328,0.60377,5.0396,0.52919,0.066288,681.27,0.32996,0.065474,0.36075,-0.55159,0.21408,11.716,166.46,0.065474,7.5058,0.35946,5.0396,0.37647,-0.15147,0.071584,1.1896,0.35665,0.07077,0.13323,167.46,162.46,0.93486,0.0,0
0.0035029,0.11059,-0.018599,1.4671,0.9952,0.0098463,0.033905,1824.1,0.0031115,0.0013879,0.0036521,-0.015499,0.55729,0.016212,0.19287,0.0013879,7.1285,0.0036521,2.2651,0.62115,0.075089,0.0016291,0.98805,-0.069247,-0.030888,0.14028,0.97191,1875.9,1.0048,0.11458,0
-0.053855,0.16955,-0.50782,0.15913,0.98651,-0.16872,-0.00018129,-4.6526e+005,-0.053729,-0.015701,-0.037621,-0.50574,0.12583,-0.10846,0.33114,-0.015701,10.893,-0.037621,3.4374,0.59815,0.12501,-0.010994,1.2177,-0.090729,-0.026514,0.091804,0.24577,1719.1,1.0137,3.7535,0
0.042533,-0.095206,0.14744,1.1237,1.0392,0.15142,0.095201,874.45,0.065879,0.034536,0.077783,0.2046,0.48888,0.42377,-0.14422,0.034536,4.2189,0.077783,1.9214,0.48888,0.068946,0.040777,0.66974,-0.037936,-0.019887,0.23703,0.74057,-4138.4,0.96224,0.0,0
0.044479,0.41052,-0.037047,8.4814,0.95693,0.42173,0.070807,568.15,0.044479,0.046481,0.034553,0.17602,0.0074319,3.1525,0.84818,0.046481,8.8767,0.020716,0.95693,0.89453,0.19914,0.036108,3.2549,0.011274,0.011782,0.11265,1.8482,1484.7,0.95524,0.0,0
0.08996799999999999,0.4852,0.17653,2.0074,1.0421,0.34547,0.047794,838.53,0.11478,0.037932,0.11800000000000001,0.21319000000000002,0.66696,0.40637,2.658,0.037932,8.7394,0.11800000000000001,3.0358,0.66696,0.75929,0.038995,2.4144,0.088156,0.029133,0.11442,3.6537,6015.7,0.95958,0,0
-0.012401,0.51663,0,7.5005,1.8939,-0.11699,0.088319,256.71,-0.012401,-0.0065477,0,0.3002,0.87596,0,1.369,-0.012345,13.487,0.046108,1.8939,0.8876,0.932,0,2.3821,-0.17966,-0.094866,0.074148,2.3382,8159.0,0.75785,0.0059388,0
0.1109,0.35762,0.27897,1.2581,1.0762,0.31568,0.082605,951.03,0.13732,0.067945,0.13859,0.34602,0.54727,0.73798,1.7243,0.067945,4.3173,0.13859,2.0349,0.54727,0.34691,0.068576,1.4415,0.10896,0.053915,0.23163,2.6388,18891.0,0.92923,0.0,0
0.080022,0.25196999999999997,0.36266,1.079,1.2981,0.20493,0.081038,1668.6,0.097559,0.075156,0.1022,0.3104,0.43675,7.0275,0.92641,0.075156,0.17526,0.0,1.2981,0.52377,0.083265,0.078731,0.59084,0.094565,0.072849,5.7059,1.9079,1.5293,0.074671,0.0093673,0
0.067848,-0.13037,-0.080037,0.73545,1.2618,0.18438,0.084858,1964.2,0.084398,0.066886,0.085439,0.1408,-0.012189,54.654,-0.19382,0.066886,2.5793,0.081152,1.2618,0.42699,0.16461,0.067711,0.65987,0.062762,0.04974,0.3877,0.63004,-768.75,0.93338,0.0075843,0
0.13087,0.19576,0,1.5126,1.2225,0.66191,0.14669,810.11,0.16615,0.13591,0.19835,0.4045,0.55105,4.0953,0.35385,0.14584,4.4675,0.10105,1.2225,0.69509,0.34904,0.16225,1.3432,0.18517,0.15148,0.22384,1.0882,32805.0,0.87597,0.15464,0
-0.054521,0.18472,-0.29276,0.059509,0.6928300000000001,-0.087871,0.0086155,57714,-0.054521,-0.078694,-0.020409,-0.35652,-0.1485,-0.62379,0.94816,-0.032865,1.1361,-0.012083,0.69283,0.37227,0.85539,-0.029457,1.0559,-0.080899,-0.11677,0.88021,0.28831,690.42,1.0757,5.6278,0
0.11097,0.08856,0.33425,2.0459,1.1407,0.71875,0.16877,749.03,0.13308,0.14591,0.11335,0.39881,0.64627,1.4176,0.12194,0.14591,4.3185,0.11335,0.96026,0.777,0.24777,0.12427,1.057,0.092497,0.10141,0.23156,0.88984,235470.0,0.87667,0.20228,0
0.11544,0.47964,0.3782,8.0318,1.2617,1.3914,0.24389,232.53,0.12429,0.18142,0.12384,0.40802,0.85492,2.2808,1.1128,0.18142,6.0784,0.12384,0.69327,0.87203,4.0589,0.18077,5.1314,0.081054,0.11831,0.16452,1.9834,25182.0,0.79258,0.020017,0
0.19021,0.63627,0,5.9101,0.93237,1.9272,0.29746,190.45,0.23574,0.25284,0.21935,0.70051,0.19021,626.59,2.6357,0.25285,5.8824,0.21284,0.93237,0.85528,4.8037,0.23526,5.6988,0.17775,0.19064,0.17,3.5429,72709.0,0.75409,0.0,0
6.3747e-05,0.31866,0.0,1.6759,5.8352,0.0062978,0.0070687,3307.0,0.0023536,0.00040334,0.0043119,0.10307000000000001,0.60465,2.1514,1.0358,0.00054142,16.123,-0.19003,5.8352,0.62629,0.23735,0.00073894,1.0488,-0.034582,-0.0059264,0.062024,2.0358,124.97,0.99961,0,0
0.30407,0.27186,0,1.0957,1.9958,1.036,0.16864,517.48,0.30407,0.15236,0.31479,0.58687,0.30407,28.093,0.6255,0.15611,5.7844,0.29799,1.9958,0.70111,0.89888,0.15773,1.8047,0.28229,0.14144,0.17288,1.2029,1998.0,0.84936,0.341,0
-0.46998,-0.86179,-0.6223,-0.45471,3.6289,-0.25627,-0.12501,-1475.5,-0.46998,-0.12951,-0.34432,-0.08227,-1.0923,-2.1196,-30.9,-0.12204,2.1665,-0.34432,3.6289,-0.8339,0.23669,-0.094883,0.53008,-0.36065,-0.099382,0.46156,-29.9,-176.78,1.1282,0.0,0
0.003068,0.078481,-0.0081228,1.1386,0.8192299999999999,0.0087364,0.042549,3190.2,0.0031922,0.0027324,0.013412,-0.0063117,0.49469,0.094047,0.14112,0.0027324,3.9029,0.013412,1.4478,0.56378,0.4084,0.01148,0.9787,-0.033105,-0.028336,0.25622,0.88953,1112.0,1.2207,0.13965,0
-0.28758,-0.52779,-0.57669,-0.35499,0.8421799999999999,-0.24101,-0.18597,-2413.1,-0.27915,-0.22881,-0.23139,-0.57489,-0.53249,-1.5973,-1.4283,-0.22881,1.2507,-0.23139,1.3084,-0.19074,0.058596,-0.18966,0.28776,-0.28366,-0.2325,0.79954,-1.441,-48160.0,1.1874,-0.6418,0
0.22138,-0.033567,0,1.2979,1.1212,0.70481,0.32447,436.64,0.22138,0.19746,0.22156,0.62685,0.56468,410.44,-0.046656,0.19793,2.9794,0.18533,1.1212,0.56482,0.078839,0.19761,0.70006,0.079159,0.070603,0.33564,0.78505,-243.45,0.80905,0.0,0
0.021276,-0.071717,0.018499,0.1732,1.0122,0.029004,0.040003,2025.5,0.023602,0.0064377,0.06488,0.025445,0.14096,0.17913,-0.27802,0.0064377,4.4508,0.06488,3.6875,0.14108,0.22774,0.017697,0.6241,-0.058179,-0.015869,0.22468,0.54647,-82583.0,0.98791,0.0008402999999999999,0
0.070692,0.70759,0,3.4194,4.7794,0.41332,0.04347,397.53,0.083776,0.017529,0.094422,0.18282,0.10147,8.8471,7.8862,0.018601,23.114,0.094433,4.7794,0.77372,1.3253,0.019756,4.2492,-0.02956,-0.006185,0.043264,8.6233,263.14,0.98247,0.0,0
0.16573,0.77101,0.19369,8.7084,3.471,1.683,0.047747,226.85,0.16573,0.047747,0.16549,0.45692,0.89302,1.4554e+005,5.9072,0.047747,33.668,0.1556,3.471,0.897,1.7954,0.047677,8.5208,0.16549,0.047677,0.029702,6.8724,2034.2,0.95517,0.0,0
0.039588,-0.4981,-0.014998,0.083864,0.79745,0.045594,0.1713,2465.2,0.039191,0.049145,0.026805,0.049145,0.075974,1.5896,-0.78006,0.062151,0.90965,0.015557,0.79745,0.12014,0.079404,0.033614,0.37107,-0.070609,-0.088543,1.0993,0.12118,-17782.0,0.95394,0.55272,0
0.021783,0.38664,0.007488,1.4648,0.83939,0.085265,0.070274,2510.5,0.034298,0.040861,0.066533,0.035207,0.029271,2.0614,1.8315,0.040861,1.9506,0.054751,0.83939,0.59774,1.2374,0.079263,1.961,0.041844,0.049851,0.51267,2.8151,960.14,0.95972,0.0058206,0
0.027329,0.10703,0.12838,3.7172,1.0112,0.18703,0.043011,667.75,0.036254,0.013841,0.02428,0.15664,0.76614,0.093735,0.15308,0.013841,13.362,0.02428,2.6402,0.77841,0.28334,0.0092695,0.85629,-0.052126,-0.019901,0.074837,1.0959,5424.9,0.98891,0.016004,0
0.030248,0.16556,0,0.72459,2.4801,0.16569,0.10262,831.56,0.069042,0.027839,0.077899,0.14875,0.081494,4.6986,0.39631,0.031933,5.7022,0.10408,2.4801,0.58332,0.16776,0.03141,0.54608,-0.10757,-0.043375,0.17537,1.0057,1100.0,0.9734,0.38835,0
0.099942,0.43301,0.37531,8.6426,1.1141,1.5481,0.15738,253.43,0.12283,0.14528,0.099054,0.4653,0.79845,1.3053,0.88794,0.14528,9.5645,0.099054,0.90818,0.81149,4.4141,0.11717,5.7179,0.088826,0.10507,0.10455,1.6373,13721.0,0.89763,0.016335,0
0.26594,0.61161,0,1.0611,1.982,0.71903,0.14008,637.86,0.26594,0.13418,0,0.26289,0.50212,0,33.009,0.30348,2.3359,0.046906,1.982,0.57837,0.07607,0,1.3803,-0.011691,-0.0058989,0.4281,27.785,2406.3,0.44022,0.12342,0
-0.18499,0.88487,0.89287,20.59,0.14835,-3.9939,-0.94224,-120.94,-0.18499,-1.2469,-0.19952,0.37043,0.70788,-39232,12.859,-1.2469,7.5106,-0.19952,0.14835,0.95368,8.2536,-1.3449,20.104,-0.24472,-1.6496,0.13315,13.859,521.99,2.1356,0.0,0
0.10337,0.60171,0.36648,17.455,1.1593,2.4286,0.15681,126.99,0.12801,0.1325,0.12403,0.44386,0.92007,1.4883,1.7412,0.1325,15.811,0.12403,0.9879,0.92007,8.3852,0.12838,10.815,0.10054,0.10406,0.063249,2.6624,49732.0,0.86258,0.0,0
-0.16635,-0.034529,0,0.16309,2.1048,-0.20958,-0.085172,-1750.5,-0.17927,-0.085172,-0.16196,-0.38265,-0.036508,-7.2247,-0.19275,-0.07766,2.1312,-0.16842,2.1048,0.14396,0.0045474,-0.076948,0.72901,-0.16196,-0.076948,0.46923,0.78274,-1552.1,0.87674,0.026680000000000002,0
-0.091888,-0.18617,-0.042233,-0.067967,3.318,-0.086601,-0.022561,-5231.4,-0.091888,-0.027694,-0.091162,0.035155,-0.13412,-10.961,-1.4879,-0.027694,3.2136,-0.091779,3.318,-0.072923,0.18116,-0.027475,0.64689,-0.10819,-0.032607,0.31118,-0.58283,-152.1,1.0276,0.0,0
0.14843,0.15091,-0.20728,0.64466,3.8916,0.24514,0.057648,989.25,0.14852,0.038166,0.1613,-0.26877,-0.058851,12.621,0.62051,0.038166,6.1378,0.17277,3.8916,0.39197,0.10641,0.04145,0.97859,0.085488,0.021968,0.16292,1.6117,57.577,0.96213,0.0,0
0.39009,0.55212,0,1.8901,2.531,1.4096,0.2359,211.53,0.48346,0.19102,0.49371,0.81656,0.36984,47.528,5.2626,0.19328,5.8576,0.522,2.531,0.65678,0.040969,0.19507,2.4686,0.3801,0.15018,0.17072,6.2336,350.11,0.8095,0.0042657,0
0.0092024,0.3079,0,1.7687,1.1933,0.043939,0.036007,3068.1,0.01587,0.013299,0.019923,0.26587,0.61513,2.6256,0.9304,0.013299,3.2488,0.019923,1.1933,0.63882,0.0072561,0.016695,1.337,-0.0071754,-0.006013,0.3078,1.9304,1281.3,0.98674,0.0,0
0.015778,0.47723,0.059001,2.6399,0.9017299999999999,0.076294,0.063069,1295.8,0.019558,0.017082,0.017391,0.075478,0.67672,0.13697,1.7913,0.017082,4.9531,0.017391,1.2951,0.67672,0.6334,0.015189,2.0376,-0.035261,-0.030798,0.2019,2.54,8251.8,1.109,0.0,0
0.019941,0.13322,0.036663,0.22163,1.0372,0.046432,0.032985,5563.7,0.022929,0.015107,0.047822,0.046273,0.16913,0.3268,0.35718,0.015107,2.9633,0.047822,1.5212,0.43841,0.49623,0.031509,1.02,0.020689,0.013631,0.33746,0.45345,16499.0,0.96417,1.5922,0
0.0048037,-0.064452,-0.11482,0.49402,1.5807,0.0059775,0.032728,4722.6,0.0025852,0.0016355,0.0397,-0.11471,0.25087,1.0527,-0.10199,0.018736,3.5612,0.040537,1.5807,0.56102,0.0093969,0.025116,0.42171,-0.0094464,-0.0059761,0.2808,0.52323,-5297.7,0.99837,0.69663,0
0.060291,-0.11292,0.1293,0.23017,1.0731,0.13008,0.085371,2971.9,0.076088,0.065064,0.080034,0.16158,0.1871,0.73443,-0.21386,0.065064,1.8631,0.080034,1.1957,0.41508,0.043693,0.068438,0.68703,0.056285,0.04813,0.53675,0.35436,-18800.0,0.93185,1.2185,0
0.0020217,-0.20474,0,0.82169,5.1248,0.007232,0.0089696,4358.8,0.0037982,0.00074115,0.016454,0.0089765,0.088658,1.3,-0.30129,0.0032108,9.7307,0.016192,5.1248,0.45106,0.17859,0.0032107,0.36615,-0.025715,-0.0050178,0.10277,0.66377,-600.54,0.9997,0.0,0
-0.036624,0.012728,0,0.23993,1.6967,-0.10854,0.0087158,19906,-0.045184,-0.026631,-0.011703,0.0089188,0.14391,-0.34953,0.022291,-0.016175,4.1515,-0.031621,1.6967,0.55459,0.08057,-0.0068978,0.55047,-0.071675,-0.042244,0.24087,0.33891,128.79,1.0263,1.8659999999999999,0
0.089796,0.069343,0.18553,0.83792,1.0601,0.23293,0.082847,1249.9,0.11387,0.059578,0.12477,0.23296,0.45434,0.69205,0.15696,0.059578,3.6878,0.12477,1.948,0.50768,0.063036,0.065279,0.77292,0.080296,0.042011,0.27117,1.0284,1276.4,0.94327,0.1174,0
0.11088,0.21801,0.27401,0.56679,0.8876,0.45796,0.15843,1656.6,0.11088,0.12493,0.12633,0.24274,0.35773,8.2715,0.40383,0.14208,3.1156,0.13323,0.8876,0.41756,0.035072,0.14232,1.3089,0.096586,0.10882,0.32096,0.67009,4889.0,0.87334,0.15427000000000002,0
-0.0055167,0.094314,-0.010997,8.1436,0.9774700000000001,-0.050815,0.082786,682.6,-0.0055167,-0.0078672,-0.010019,-0.010997,0.88412,-0.13966,0.11832,-0.0078672,6.608,-0.010019,0.71579,0.88412,0.27775,-0.014287,1.7584,-0.073588,-0.10494,0.15133,1.1091,1201.9,1.023,0.0,0
